Date,DMI
01-12-2001,0.171
01-01-2002,0.04
01-02-2002,0.087
01-03-2002,0.173
01-04-2002,-0.157
01-05-2002,-0.115
01-06-2002,0.019
01-07-2002,0.049
01-08-2002,0.084
01-09-2002,0.664
01-10-2002,0.768
01-11-2002,0.353
01-12-2002,0.065
01-01-2003,-0.063
01-02-2003,0.199
01-03-2003,0.12
01-04-2003,0.094
01-05-2003,0.051
01-06-2003,0.344
01-07-2003,0.436
01-08-2003,0.4
01-09-2003,0.32
01-10-2003,0.13
01-11-2003,0.1
01-12-2003,0.407
01-01-2004,0.225
01-02-2004,0.293
01-03-2004,0.248
01-04-2004,0.116
01-05-2004,-0.347
01-06-2004,-0.182
01-07-2004,0.007
01-08-2004,0.159
01-09-2004,0.273
01-10-2004,0.365
01-11-2004,0.099
01-12-2004,0.091
01-01-2005,0.055
01-02-2005,-0.376
01-03-2005,-0.268
01-04-2005,0.277
01-05-2005,0.181
01-06-2005,0.029
01-07-2005,-0.073
01-08-2005,-0.048
01-09-2005,-0.152
01-10-2005,-0.061
01-11-2005,-0.009
01-12-2005,-0.068
01-01-2006,0.056
01-02-2006,-0.12
01-03-2006,-0.06
01-04-2006,0.181
01-05-2006,0.003
01-06-2006,0.145
01-07-2006,0.344
01-08-2006,0.52
01-09-2006,0.8
01-10-2006,0.938
01-11-2006,0.754
01-12-2006,0.392
01-01-2007,0.402
01-02-2007,0.331
01-03-2007,0.275
01-04-2007,0.291
01-05-2007,0.483
01-06-2007,0.239
01-07-2007,0.358
01-08-2007,0.533
01-09-2007,0.616
01-10-2007,0.444
01-11-2007,0.241
01-12-2007,0.004
01-01-2008,0.303
01-02-2008,0.112
01-03-2008,0.269
01-04-2008,0.041
01-05-2008,0.395
01-06-2008,0.421
01-07-2008,0.551
01-08-2008,0.417
01-09-2008,0.467
01-10-2008,0.403
01-11-2008,0.139
01-12-2008,0.174
01-01-2009,0.218
01-02-2009,0.348
01-03-2009,0.264
01-04-2009,0.318
01-05-2009,0.468
01-06-2009,0.303
01-07-2009,0.113
01-08-2009,0.194
01-09-2009,0.272
01-10-2009,0.355
01-11-2009,0.183
01-12-2009,0.382
01-01-2010,0.473
01-02-2010,0.209
01-03-2010,0.628
01-04-2010,0.559
01-05-2010,0.181
01-06-2010,0.063
01-07-2010,0.306
01-08-2010,0.241
01-09-2010,0.117
01-10-2010,-0.063
01-11-2010,-0.221
01-12-2010,0.021
01-01-2011,0.373
01-02-2011,0.418
01-03-2011,0.537
01-04-2011,0.351
01-05-2011,0.124
01-06-2011,0.259
01-07-2011,0.53
01-08-2011,0.643
01-09-2011,0.579
01-10-2011,0.728
01-11-2011,0.592
01-12-2011,0.097
01-01-2012,0.227
01-02-2012,0.1
01-03-2012,0.195
01-04-2012,-0.065
01-05-2012,-0.124
01-06-2012,0.215
01-07-2012,0.853
01-08-2012,0.941
01-09-2012,0.833
01-10-2012,0.483
01-11-2012,0.16
01-12-2012,0.488
